Gene name	Human gene name
Dedd2	DEDD2
Rpl11	RPL11
Cacng2	CACNG2
Tlcd1	TLCD1
Rmi1	RMI1
Pigk	PIGK
Snapc5	SNAPC5
Bcl10	BCL10
Calcrl	CALCRL
Sf3a3	SF3A3
Ropn1	ROPN1B
Ropn1	ROPN1
Il12b	IL12B
Mnd1	MND1
Vrk1	VRK1
Cltb	CLTB
Mapk4	MAPK4
Klrb1	KLRB1
Hnrnpk	HNRNPK
Etv1	ETV1
Tas1r2	TAS1R2
Cct5	CCT5
Msmb	MSMB
Rps16	RPS16
Ifit2	IFIT2
Kcne1l	KCNE5
Cldn17	CLDN17
Wdr61	WDR61
Adamts9	ADAMTS9
Zfp526	ZNF526
Cyp17a1	CYP17A1
Aldh4a1	ALDH4A1
Lhx1	LHX1
Mpl	MPL
Aqp8	AQP8
Phf20	PHF20
Zdhhc12	ZDHHC12
Stard3nl	STARD3NL
C2cd6	C2CD6
Nat9	NAT9
Ghsr	GHSR
Gdi2	GDI2
Star	STAR
Cldn8	CLDN8
Olfr1463	OR5B3
2410004B18Rik	C1orf52
Terf1	TERF1
Gm5114	C2orf78
Asxl1	ASXL1
Cst3	CST3
Krtap27-1	KRTAP27-1
Olfr1464-ps1	OR5B3
Dpagt1	DPAGT1
Htt	HTT
Gpm6a	GPM6A
Atox1	ATOX1
2310061N02Rik	KRTAP13-2
2310061N02Rik	KRTAP13-1
Ifit3	IFIT3
Zfp266	ZNF562
Zfp266	ZNF561
Ifit3b	IFIT3
Chka	CHKA
Olfr1465	OR5B3
Ifit1bl1	IFIT1B
Map2k1	MAP2K1
Zfp687	ZNF687
Olfr287	OR10AD1
Hr	HR
Dnmt3l	DNMT3L
Dnmt3l	FP565260.4
Atp2b3	ATP2B3
Lhx5	LHX5
Dapp1	DAPP1
BTF3L4	BTF3L4
Cyp2j12	CYP2J2
Lbr	LBR
Cys1	CYS1
Sv2c	SV2C
Sytl4	SYTL4
Ifitm5	IFITM5
Cpa3	CPA3
Olfr288	OR10AD1
Ifitm2	IFITM1
Smim7	AC008764.4
Smim7	SMIM7
Dnaja4	DNAJA4
Tmem104	TMEM104
Cpsf6	CPSF6
Ublcp1	UBLCP1
Arhgef40	ARHGEF40
Pi4kb	PI4KB
Pgk1	PGK1
Fam13a	FAM13A
Vps41	VPS41
Ibtk	IBTK
Angptl1	ANGPTL1
Abhd12b	ABHD12B
Ipp	IPP
Uchl4	UCHL3
Fndc3b	FNDC3B
Malt1	MALT1
Tes	TES
Dnajc5g	DNAJC5G
Col22a1	COL22A1
Ly6e	LY6E
Ralgps2	RALGPS2
Gsk3a	GSK3A
Cst10	CST5
Cst10	CST2
Cst10	CST4
Cst10	CST1
Phb2	PHB2
Kcnj15	KCNJ15
Ramp1	RAMP1
Cox6a2	COX6A2
Atp11c	ATP11C
Slc30a3	SLC30A3
Ifitm1	IFITM1
Cavin1	CAVIN1
Lrrk2	LRRK2
Slc5a5	SLC5A5
Ing4	ING4
BC052040	C15orf41
Olfr1466	OR5B3
Smpd4	SMPD4
Pirt	PIRT
Hif3a	HIF3A
Fam98a	FAM98A
Dll1	DLL1
Pttg1	PTTG2
Pttg1	PTTG1
Ifitm3	IFITM1
Clic1	CLIC1
Scamp2	SCAMP2
Col4a4	COL4A4
Gas2l2	GAS2L2
Syndig1	SYNDIG1
Chd9	CHD9
Stx5a	STX5
Vmn1r233	VN1R4
H2afy2	H2AFY2
Stat6	STAT6
Ube2f	UBE2F
Tmem218	TMEM218
Sult2a4	SULT2A1
Arl5c	ARL5C
E2f4	E2F4
Adgrg6	ADGRG6
Prdx3	PRDX3
Ipo9	IPO9
1700020L24Rik	C17orf50
Kcnab1	KCNAB1
Il17d	IL17D
Taf9b	TAF9B
Zfp384	ZNF384
Aifm2	AIFM2
Olfr218	OR10J3
P4ha3	P4HA3
Mmp28	MMP28
Irf1	IRF1
Il3ra	IL3RA
Cpa2	CPA2
Eef1akmt1	EEF1AKMT1
Cd7	CD7
Klrb1c	KLRB1
Prom2	PROM2
Edrf1	EDRF1
Nab2	NAB2
Atp11b	ATP11B
Nat8f7	NAT8
St5	ST5
Irf6	IRF6
Gm7073	CXorf66
Nat8f3	NAT8
Brsk2	BRSK2
Lsm8	LSM8
Acsl4	ACSL4
Hddc2	HDDC2
Ifitm6	IFITM1
Sbspon	SBSPON
Siglecg	SIGLEC11
Siglecg	SIGLEC10
Klrb1b	KLRB1
Traf3ip3	TRAF3IP3
Smim4	SMIM4
4930553J12Rik	KRTAP15-1
Mon2	MON2
Nemp1	NEMP1
Coq4	COQ4
Pus1	PUS1
Fndc4	FNDC4
Fbxl4	FBXL4
Pou2f2	POU2F2
Spata19	SPATA19
Nt5c2	NT5C2
Fam234a	AC004754.1
Fam234a	FAM234A
G2e3	G2E3
Msantd1	MSANTD1
Cgrrf1	CGRRF1
Haghl	HAGHL
Emid1	EMID1
Cct8l1	CCT8L2
Dcbld1	DCBLD1
Olfr31	OR2T1
Zmym4	ZMYM4
Gm44511	KLRB1
Chordc1	CHORDC1
Nlrc3	NLRC3
Atad5	ATAD5
Cercam	CERCAM
9130409J20Rik	LINC00675
Trim33	TRIM33
Acbd6	ACBD6
Tmem220	TMEM220
Styk1	STYK1
Trub2	TRUB2
Dip2c	DIP2C
Nat8f6	NAT8
Angptl4	ANGPTL4
Cpb1	CPB1
Drd5	DRD5
Nat8f5	NAT8
Ina	INA
Ankrd40	ANKRD40
Plk4	PLK4
Mrrf	MRRF
Mbd1	MBD1
Sult2a3	SULT2A1
Frmd6	FRMD6
Pax7	PAX7
U2af2	U2AF2
Cdc7	CDC7
Smim15	SMIM15
Idh2	IDH2
Lats2	LATS2
Olfr1404	OR10J3
Mipol1	MIPOL1
Rbm18	RBM18
Syde2	SYDE2
Ndufaf2	NDUFAF2
Acrbp	ACRBP
Foxj1	FOXJ1
A130010J15Rik	C1orf74
Avpr1a	AVPR1A
Rrm2	AC007240.1
Foxf2	FOXF2
Osbpl8	OSBPL8
Zfp120	ZNF101
Zfp120	ZNF878
Odf1	ODF1
AU040320	KIAA0319L
B020004J07Rik	PRAMEF33
B020004J07Rik	PRAMEF10
B020004J07Rik	PRAMEF2
B020004J07Rik	PRAMEF20
B020004J07Rik	PRAMEF1
B020004J07Rik	PRAMEF18
B020004J07Rik	PRAMEF27
B020004J07Rik	PRAMEF14
B020004J07Rik	PRAMEF15
B020004J07Rik	PRAMEF4
B020004J07Rik	PRAMEF17
B020004J07Rik	PRAMEF12
B020004J07Rik	PRAMEF11
B020004J07Rik	PRAMEF7
B020004J07Rik	PRAMEF6
B020004J07Rik	PRAMEF19
B020004J07Rik	PRAMEF25
B020004J07Rik	PRAMEF13
B020004J07Rik	PRAMEF8
B020004J07Rik	PRAMEF5
B020004J07Rik	PRAMEF9
B020004J07Rik	PRAMEF26
Foxc1	FOXC1
Rcsd1	RCSD1
Nhp2	NHP2
Rdh14	RDH14
Tma16	TMA16
Rmnd5b	RMND5B
Filip1l	FILIP1L
Ankrd7	ANKRD7
Svil	SVIL
Gm10256	RBMY1B
Gm10256	RBMY1A1
Gm10256	RBMY1D
Gm10256	RBMY1E
Gm10256	RBMY1F
Gm10256	RBMY1J
Gria3	GRIA3
B4galnt4	B4GALNT4
Narfl	NARFL
Enpp6	ENPP6
Gmds	GMDS
4933416C03Rik	TAF7L
Hsd17b4	HSD17B4
Ptprr	PTPRR
Xpo4	XPO4
Cradd	CRADD
Fignl1	FIGNL1
Rbmy	RBMY1B
Rbmy	RBMY1A1
Rbmy	RBMY1D
Rbmy	RBMY1E
Rbmy	RBMY1F
Rbmy	RBMY1J
Abca4	ABCA4
Enc1	ENC1
Osbpl6	OSBPL6
Kansl1	KANSL1
Trbv23	TRBV23-1
Trbv23	TRBV23OR9-2
Pold3	POLD3
Prps1l3	PRPS1
Tril	TRIL
4930444P10Rik	C8orf89
Fthl17f	FTHL17
Plekha8	PLEKHA8
Ccdc154	CCDC154
Zfp846	ZNF560
Zfp846	ZNF121
Tfpi	TFPI
Fbl	FBL
Rab30	RAB30
Ddah2	DDAH2
Ncoa4	NCOA4
Cav2	CAV2
Hesx1	HESX1
4930402K13Rik	FAM47C
4930402K13Rik	FAM47B
4930402K13Rik	FAM47A
Peg3	PEG3
Rpl18a	RPL18A
Zfp354a	ZNF354A
Sec31a	SEC31A
Slc17a7	SLC17A7
Cav1	CAV1
Pvalb	PVALB
Pdgfrl	PDGFRL
Ccdc113	CCDC113
Oprk1	OPRK1
Swi5	SWI5
Sult2a6	SULT2A1
Elmo3	ELMO3
Faf2	FAF2
Prf1	PRF1
Ly6g6c	LY6G6C
Bnc2	BNC2
Ehd2	EHD2
Zfp937	ZNF101
Zfp937	ZNF878
Zkscan2	ZKSCAN2
Acot13	ACOT13
Il6st	IL6ST
Fut7	FUT7
Lrrc66	LRRC66
Klhdc7a	KLHDC7A
Fkbp14	FKBP14
G6b	MPIG6B
Fyb	FYB1
Zfp595	ZNF492
Zfp595	ZNF138
Zfp595	ZNF682
Zfp595	ZNF98
Zfp595	ZNF732
Zfp595	ZNF100
Zfp595	ZNF273
Zfp595	ZNF735
Zfp595	ZNF730
Zfp595	ZNF431
Zfp595	ZNF708
Zfp595	ZNF727
Zfp595	ZNF626
Zfp595	ZNF93
Zfp595	ZNF726
Zfp595	ZNF678
Zfp595	ZNF479
Zfp595	ZNF195
Zfp595	ZNF737
Zfp595	ZNF430
Zfp595	ZNF695
Zfp595	ZNF675
Zfp595	ZNF90
Zfp595	ZNF716
Zfp595	ZNF595
Zfp595	ZNF714
Zfp595	ZNF117
Zfp595	ZNF66
Zfp595	ZNF254
Zfp595	ZNF141
Zfp595	ZNF257
Zfp595	ZNF680
Zfp595	ZNF85
Zfp595	ZNF718
Zfp595	ZNF724
Zfp595	ZNF679
Zfp595	AC115220.1
Zfp595	ZNF736
Zfp595	ZNF253
Zfp595	ZNF506
Zfp595	ZNF728
Zfp595	ZNF486
Zfp595	ZNF681
Zfp595	ZNF92
Zfp595	AC092329.3
Smarca4	SMARCA4
Cpvl	CPVL
Igsf21	IGSF21
Ifit1bl2	IFIT1B
Ifit1	IFIT1B
Olfr1467	OR5B3
Klhdc8a	KLHDC8A
1700031M16Rik	C12orf54
Psd4	PSD4
Slc16a10	SLC16A10
Gdf7	GDF7
Tfrc	TFRC
3300002I08Rik	ZNF625-ZNF20
3300002I08Rik	AC008770.2
3300002I08Rik	ZNF69
Zfp729b	ZNF729
Zfp729b	ZNF99
Zfp729b	ZNF107
Zfp729b	ZNF208
Zfp729b	ZNF91
Agtr1b	AGTR1
Mettl16	METTL16
Mitf	MITF
Azin1	AZIN1
Lancl3	LANCL3
Mboat2	MBOAT2
Qtrt2	QTRT2
Clmn	CLMN
Hsbp1	HSBP1
Greb1l	GREB1L
Rgma	RGMA
Rnf157	RNF157
Golga2	GOLGA6L7P
Golga2	GOLGA6L1
Golga2	GOLGA6L22
Golga2	GOLGA6L6
Golga2	GOLGA6L2
Pdcd2	PDCD2
Fopnl	FOPNL
Il17rd	IL17RD
Vwa3b	VWA3B
Tbp	TBP
Zfp950	ZNF84
Cflar	CFLAR
Gtf2h5	GTF2H5
C130073F10Rik	PRAMEF33
C130073F10Rik	PRAMEF10
C130073F10Rik	PRAMEF2
C130073F10Rik	PRAMEF20
C130073F10Rik	PRAMEF1
C130073F10Rik	PRAMEF18
C130073F10Rik	PRAMEF27
C130073F10Rik	PRAMEF14
C130073F10Rik	PRAMEF15
C130073F10Rik	PRAMEF4
C130073F10Rik	PRAMEF17
C130073F10Rik	PRAMEF12
C130073F10Rik	PRAMEF11
C130073F10Rik	PRAMEF7
C130073F10Rik	PRAMEF6
C130073F10Rik	PRAMEF19
C130073F10Rik	PRAMEF25
C130073F10Rik	PRAMEF13
C130073F10Rik	PRAMEF8
C130073F10Rik	PRAMEF5
C130073F10Rik	PRAMEF9
C130073F10Rik	PRAMEF26
G3bp2	G3BP2
Xk	XK
Zbtb37	ZBTB37
Ccdc191	CCDC191
Ash2l	ASH2L
Kif12	KIF12
Gm12800	PRAMEF33
Gm12800	PRAMEF10
Gm12800	PRAMEF2
Gm12800	PRAMEF20
Gm12800	PRAMEF1
Gm12800	PRAMEF18
Gm12800	PRAMEF27
Gm12800	PRAMEF14
Gm12800	PRAMEF15
Gm12800	PRAMEF4
Gm12800	PRAMEF17
Gm12800	PRAMEF12
Gm12800	PRAMEF11
Gm12800	PRAMEF7
Gm12800	PRAMEF6
Gm12800	PRAMEF19
Gm12800	PRAMEF25
Gm12800	PRAMEF13
Gm12800	PRAMEF8
Gm12800	PRAMEF5
Gm12800	PRAMEF9
Gm12800	PRAMEF26
Slirp	SLIRP
Inpp5b	INPP5B
Als2	ALS2
Creg1	CREG1
Gm10352	RBMY1B
Gm10352	RBMY1A1
Gm10352	RBMY1D
Gm10352	RBMY1E
Gm10352	RBMY1F
Gm10352	RBMY1J
Lhx4	LHX4
Sh2d2a	SH2D2A
Gdpd2	GDPD2
Nfe2l2	NFE2L2
Tssc1	EIPR1
Dusp6	DUSP6
Alkbh1	ALKBH1
Gm12794	PRAMEF33
Gm12794	PRAMEF10
Gm12794	PRAMEF2
Gm12794	PRAMEF20
Gm12794	PRAMEF1
Gm12794	PRAMEF18
Gm12794	PRAMEF27
Gm12794	PRAMEF14
Gm12794	PRAMEF15
Gm12794	PRAMEF4
Gm12794	PRAMEF17
Gm12794	PRAMEF12
Gm12794	PRAMEF11
Gm12794	PRAMEF7
Gm12794	PRAMEF6
Gm12794	PRAMEF19
Gm12794	PRAMEF25
Gm12794	PRAMEF13
Gm12794	PRAMEF8
Gm12794	PRAMEF5
Gm12794	PRAMEF9
Gm12794	PRAMEF26
Nsun7	NSUN7
Nucks1	NUCKS1
Slc16a12	SLC16A12
Fbxo48	FBXO48
Sdsl	SDSL
Opcml	OPCML
Npbwr1	NPBWR1
Serpinc1	SERPINC1
Nom1	NOM1
Gm28044	ZNF738
Gm28044	AC010615.4
Prss54	PRSS54
Pgap2	PGAP2
Arhgap18	ARHGAP18
Id3	ID3
Rnf145	RNF145
Vmn1r234	VN1R4
Tpd52l1	TPD52L1
Med23	MED23
Stab2	STAB2
Mapk14	MAPK14
Snw1	SNW1
Tigd2	TIGD2
Nr1h4	NR1H4
1110002E22Rik	AC083902.2
Cep135	CEP135
Gm12790	PRAMEF33
Gm12790	PRAMEF10
Gm12790	PRAMEF2
Gm12790	PRAMEF20
Gm12790	PRAMEF1
Gm12790	PRAMEF18
Gm12790	PRAMEF27
Gm12790	PRAMEF14
Gm12790	PRAMEF15
Gm12790	PRAMEF4
Gm12790	PRAMEF17
Gm12790	PRAMEF12
Gm12790	PRAMEF11
Gm12790	PRAMEF7
Gm12790	PRAMEF6
Gm12790	PRAMEF19
Gm12790	PRAMEF25
Gm12790	PRAMEF13
Gm12790	PRAMEF8
Gm12790	PRAMEF5
Gm12790	PRAMEF9
Gm12790	PRAMEF26
Mmp3	MMP3
Gprin3	GPRIN3
Mlycd	AC009119.2
Mlycd	MLYCD
Vmn1r235	VN1R4
Gm26965	ZNF738
Gm26965	AC010615.4
Zfp729a	ZNF729
Zfp729a	ZNF99
Zfp729a	ZNF107
Zfp729a	ZNF208
Zfp729a	ZNF91
Pbp2	PEBP1
Dyrk1b	DYRK1B
Ulk3	ULK3
Rpl7	RPL7
E2f2	E2F2
Taf15	TAF15
Pbld1	PBLD
Ywhae	YWHAE
Bicra	BICRA
Frmd4a	FRMD4A
Olfr1469	OR5B3
Mnx1	MNX1
Hs1bp3	HS1BP3
Prkca	PRKCA
Pik3cd	PIK3CD
Gm7102	MPLKIP
Sgcb	SGCB
Osgin1	OSGIN1
Pbld2	PBLD
Fez2	FEZ2
Mpp4	MPP4
Mylk	MYLK
Rab14	RAB14
Bbs7	BBS7
Hs3st4	HS3ST4
Thra	THRA
Lrguk	LRGUK
Zfp442	ZNF43
Fam173b	FAM173B
Nuak2	NUAK2
Egfl7	EGFL7
Gde1	GDE1
Gm12789	PRAMEF33
Gm12789	PRAMEF10
Gm12789	PRAMEF2
Gm12789	PRAMEF20
Gm12789	PRAMEF1
Gm12789	PRAMEF18
Gm12789	PRAMEF27
Gm12789	PRAMEF14
Gm12789	PRAMEF15
Gm12789	PRAMEF4
Gm12789	PRAMEF17
Gm12789	PRAMEF12
Gm12789	PRAMEF11
Gm12789	PRAMEF7
Gm12789	PRAMEF6
Gm12789	PRAMEF19
Gm12789	PRAMEF25
Gm12789	PRAMEF13
Gm12789	PRAMEF8
Gm12789	PRAMEF5
Gm12789	PRAMEF9
Gm12789	PRAMEF26
Mindy3	MINDY3
Grin2c	GRIN2C
Ddias	DDIAS
Sema6d	SEMA6D
Pkp3	PKP3
Pole3	POLE3
Prcc	PRCC
Pald1	PALD1
Tas2r119	TAS2R1
Pcsk4	PCSK4
Mttp	MTTP
Apoh	APOH
Fcer1a	FCER1A
Nr1d1	NR1D1
Tvp23b	TVP23C-CDRT4
Tvp23b	TVP23B
Tvp23b	TVP23C
Ly6g6e	LY6G6E
Gm28041	ZNF738
Gm28041	AC010615.4
Asap3	ASAP3
Plat	PLAT
Dlg5	DLG5
Ly6g6d	LY6G6D
Spata18	SPATA18
Epn1	EPN1
Dchs2	DCHS2
Cacnb1	CACNB1
Nat8	NAT8
Pou3f2	POU3F2
Tdp2	TDP2
Il17ra	IL17RA
Cep170	CEP170
Ccdc180	CCDC180
Mylk4	MYLK4
Kcne4	KCNE4
Mfsd4a	MFSD4A
Prr14l	PRR14L
Xrcc2	XRCC2
Nat8f2	NAT8
Mmp1a	MMP1
Zer1	ZER1
Erg	ERG
Bbs2	BBS2
Dhdds	DHDDS
Pttg1ip	PTTG1IP
Mctp1	MCTP1
Cyp2j7	CYP2J2
Timm8a2	TIMM8A
Actr3b	ACTR3B
Pygl	PYGL
Ap3m2	AP3M2
Trmt10a	TRMT10A
Dok2	DOK2
Wdr63	WDR63
Rdh12	RDH12
Gfod1	GFOD1
Lyplal1	LYPLAL1
Cnrip1	CNRIP1
Nat8f4	NAT8
Ulk1	ULK1
Pbxip1	PBXIP1
Anks4b	ANKS4B
Ermn	ERMN
Plek	PLEK
AI481877	C9orf84
Gnat2	GNAT2
Scg2	SCG2
Ankdd1b	ANKDD1B
Rhob	RHOB
Olfr1189	OR4C6
Abcc3	ABCC3
Galnt5	GALNT5
Mmp10	MMP10
G3bp1	G3BP1
Sdc2	SDC2
Srek1	SREK1
C530008M17Rik	KIAA1211
Nsmce3	NSMCE3
Ubl5	UBL5
Nodal	NODAL
Fam189a1	FAM189A1
Atp6v0a1	ATP6V0A1
Tmcc2	TMCC2
Poc5	POC5
Tprkb	TPRKB
Tmem237	TMEM237
Ccdc30	CCDC30
Pld6	PLD6
Sulf1	SULF1
Scly	SCLY
Clk4	CLK4
Cecr6	TMEM121B
Xirp2	XIRP2
Chrng	CHRNG
Ska2	SKA2
Prkra	PRKRA
Cpa4	CPA4
Esyt2	ESYT2
Qsox1	QSOX1
Tmbim1	TMBIM1
Slc45a3	SLC45A3
Ybx3	YBX3
Hdgf	HDGF
Crym	CRYM
Mmp8	MMP8
Socs2	SOCS2
Scn8a	SCN8A
Fbxl12	FBXL12
Slc37a2	SLC37A2
Mtus1	MTUS1
Vmn1r236	VN1R4
Elk4	ELK4
Sec22a	SEC22A
Vta1	VTA1
Rnf152	RNF152
Lrpprc	LRPPRC
Gfy	GFY
Hdhd5	HDHD5
Pth2	PTH2
Slc25a15	SLC25A15
Mt4	MT4
Lama2	LAMA2
Strn	STRN
Fam69b	FAM69B
Podxl2	PODXL2
Ube3c	UBE3C
Kif1c	KIF1C
Inafm2	INAFM2
Cst7	CST7
Ptpn6	PTPN6
Vmn1r237	VN1R4
4933430I17Rik	C9orf43
Luc7l	LUC7L
A430105I19Rik	C15orf52
Kcns3	KCNS3
Agpat2	AGPAT2
Eif4ebp2	EIF4EBP2
Apmap	APMAP
Pnkd	PNKD
Eef1b2	EEF1B2
Sfrp2	SFRP2
AC130711.1	AL032819.3
Plekhg2	PLEKHG2
Tgfb2	TGFB2
Galnt18	GALNT18
Gckr	GCKR
Ago2	AGO2
Cxcr4	CXCR4
Gm29289	RBMY1B
Gm29289	RBMY1A1
Gm29289	RBMY1D
Gm29289	RBMY1E
Gm29289	RBMY1F
Gm29289	RBMY1J
Csl	CS
Sowahd	SOWAHD
Ybx2	YBX2
Slc17a8	SLC17A8
C4b	C4A
C4b	C4B
Gm21677	RBMY1B
Gm21677	RBMY1A1
Gm21677	RBMY1D
Gm21677	RBMY1E
Gm21677	RBMY1F
Gm21677	RBMY1J
Slc2a9	SLC2A9
Gopc	AL132671.2
Krtap11-1	KRTAP11-1
Efna5	EFNA5
Chrac1	CHRAC1
Calhm2	CALHM2
Ugcg	UGCG
Gm21693	RBMY1B
Gm21693	RBMY1A1
Gm21693	RBMY1D
Gm21693	RBMY1E
Gm21693	RBMY1F
Gm21693	RBMY1J
Kcna7	KCNA7
Stox2	STOX2
Adgra2	ADGRA2
Wdr19	WDR19
Sox3	SOX3
Lrrc63	LRRC63
Etnk1	ETNK1
Necab2	NECAB2
Esco1	ESCO1
Chd1l	CHD1L
Atg4c	ATG4C
Mt3	MT3
Ndufs1	NDUFS1
Cfap53	CFAP53
Nr2f2	NR2F2
Chd2	CHD2
Tmem212	TMEM212
Nat8f1	NAT8
Tulp4	TULP4
Crabp1	CRABP1
Lrig2	LRIG2
Unkl	UNKL
Kcnd2	KCND2
Ypel2	YPEL2
Ap1s3	AP1S3
Pdia4	PDIA4
Sigirr	SIGIRR
Pdlim3	PDLIM3
Mnt	MNT
Tktl2	TKTL2
Zfp541	ZNF541
Mmp21	MMP21
Syt6	SYT6
5430427O19Rik	CXorf21
C2cd3	C2CD3
Stn1	STN1
Ppm1h	PPM1H
Kank3	KANK3
Brf2	BRF2
Agps	AGPS
Eid2	EID2
Usp29	USP29
Cdrt4	CDRT4
Casp8	CASP8
Thsd7b	THSD7B
Otx1	OTX1
Tgfbr3	TGFBR3
Emp1	EMP1
Cdipt	CDIPT
Sult2a8	SULT2A1
Fubp1	FUBP1
Mt2	MT1E
Mt2	MT1H
Mt2	MT1F
Mt2	MT1A
Mt2	MT1G
Gsn	GSN
Msgn1	MSGN1
Rab34	RAB34
Tipin	TIPIN
Kremen1	KREMEN1
Gm21708	RBMY1B
Gm21708	RBMY1A1
Gm21708	RBMY1D
Gm21708	RBMY1E
Gm21708	RBMY1F
Gm21708	RBMY1J
Atg4a-ps	ATG4A
Acss1	ACSS1
Ccdc88c	CCDC88C
Sema5b	SEMA5B
Ccdc155	CCDC155
St6galnac3	ST6GALNAC3
Gm21704	RBMY1B
Gm21704	RBMY1A1
Gm21704	RBMY1D
Gm21704	RBMY1E
Gm21704	RBMY1F
Gm21704	RBMY1J
Map2k3	MAP2K3
Rps28	RPS28
Zbtb10	ZBTB10
Tmem68	TMEM68
Rdh10	RDH10
Fdxr	FDXR
Apbb2	APBB2
Col8a1	COL8A1
Doc2b	DOC2B
Ddc	DDC
Myt1l	MYT1L
Tiam1	TIAM1
Cpm	CPM
Nsmf	NSMF
Eid2b	EID2B
Tefm	TEFM
Phactr4	PHACTR4
Osmr	OSMR
Mmp27	MMP27
Nab1	NAB1
Olfr1191-ps1	OR4S2
Tjp1	TJP1
Dlg3	DLG3
Hscb	HSCB
Cyp2j11	CYP2J2
Slx4	SLX4
Dfnb59	DFNB59
Nmbr	NMBR
Scrn1	SCRN1
Rbm25	RBM25
OR4P4	OR4P4
Rusc2	RUSC2
Ucp3	UCP3
Epdr1	EPDR1
Fancc	FANCC
Mcoln3	MCOLN3
Mrps31	MRPS31
Gm3376	RBMY1B
Gm3376	RBMY1A1
Gm3376	RBMY1D
Gm3376	RBMY1E
Gm3376	RBMY1F
Gm3376	RBMY1J
Zfyve26	ZFYVE26
Gje1	GJE1
Ireb2	IREB2
Ino80d	INO80D
Plau	PLAU
Erf	ERF
5730559C18Rik	INAVA
Tie1	TIE1
Cthrc1	CTHRC1
Wipf3	WIPF3
Ppme1	PPME1
Zfp786	ZNF786
Tm9sf2	TM9SF2
Adap2	ADAP2
Fbxl17	FBXL17
Zfp704	ZNF704
Ptchd3	PTCHD3
Limk2	LIMK2
Rgs3	RGS3
Dctn1	DCTN1
Ifi35	IFI35
Sult2a7	SULT2A1
Mrap2	MRAP2
Madd	MADD
Tnk2	TNK2
Prr15	PRR15
Sfrp4	SFRP4
Chn2	CHN2
Gm6525	RPL36A-HNRNPH2
Trim2	TRIM2
Stau2	STAU2
Trim37	TRIM37
Olfr1193	OR4S2
Map1s	MAP1S
Fes	FES
Bbs10	BBS10
Ttc26	TTC26
Trappc1	TRAPPC1
Snca	SNCA
Zfp398	ZNF398
Zfp532	ZNF532
Rb1cc1	RB1CC1
Rpl39	RPL39
Cyp2j8	CYP2J2
B3galt1	B3GALT1
Atrn	ATRN
Adam2	ADAM2
Ly6g6f	LY6G6F
Ly6g6f	AL662899.2
Camta1	CAMTA1
Olfr1195	OR4C16
Poldip3	POLDIP3
Aasdh	AASDH
Sema4b	SEMA4B
Ldlr	LDLR
Wrnip1	WRNIP1
Sumo3	SUMO3
Aim2	AIM2
Fnbp1	FNBP1
Sh2d4a	SH2D4A
Cpne9	CPNE9
Sirt5	SIRT5
Lhfp	LHFPL6
Ube2r2	UBE2R2
Cadm3	CADM3
Fam166b	FAM166B
Magoh	MAGOH
Plekhb2	PLEKHB2
Fmo5	FMO5
St3gal6	ST3GAL6
Ssr3	SSR3
Ccdc144b	FAM95C
Clasrp	CLASRP
Rrnad1	RRNAD1
Flcn	AC055811.2
Flcn	FLCN
Ube2g2	UBE2G2
Slc38a8	SLC38A8
Scrn3	SCRN3
Mccc1	MCCC1
Ackr1	ACKR1
Cntln	CNTLN
Naalad2	NAALAD2
Bcat1	BCAT1
Rrp15	RRP15
Cd247	CD247
Bad	BAD
Kcnab3	KCNAB3
Cytip	CYTIP
Nr0b1	NR0B1
Cic	CIC
Uts2	UTS2
Psmd4	PSMD4
Mrpl24	MRPL24
Mageb4	MAGEB2
Mageb4	MAGEB1
Mageb4	MAGEB4
Txlna	TXLNA
Vamp3	VAMP3
Sp9	SP9
Selenov	SELENOV
Prr36	PRR36
Cir1	CIR1
2010111I01Rik	C9orf3
Clec2i	CLEC2D
Clec2i	CLEC2A
Zfp821	ZNF821
Kitl	KITLG
Tnfrsf9	TNFRSF9
Dcbld2	DCBLD2
Zfp503	ZNF503
Dhx32	DHX32
BC051019	C11orf16
Lrrc20	LRRC20
Evi5l	EVI5L
Napa	NAPA
Pmvk	PMVK
Akip1	AKIP1
Isg20l2	ISG20L2
Dennd3	DENND3
Smim19	SMIM19
Sectm1b	SECTM1
Eif4e2	EIF4E2
Dis3l	DIS3L
Msrb1	MSRB1
Slc20a2	SLC20A2
Slc22a5	SLC22A5
Lrrc29	LRRC29
Kif20b	KIF20B
Cpa5	CPA5
Jaml	JAML
Mmab	MMAB
Sgsm2	SGSM2
Tgs1	TGS1
Ramp3	RAMP3
Ccp110	CCP110
Fndc3a	FNDC3A
Cdc27	CDC27
Cnbd2	CNBD2
Pfkfb3	PFKFB3
Nav1	NAV1
Trim54	TRIM54
Samd4	SAMD4A
Fank1	FANK1
Scyl2	SCYL2
Arhgef28	ARHGEF28
Mog	MOG
Lalba	LALBA
Msl1	MSL1
Pou2f1	POU2F1
Scn2b	SCN2B
Tbpl1	TBPL1
Abhd16a	ABHD16A
Trac	TRAC
2610044O15Rik8	ZNF625-ZNF20
2610044O15Rik8	AC008770.2
2610044O15Rik8	ZNF69
Dad1	DAD1
Slc2a12	SLC2A12
Uros	UROS
Pax8	PAX8
Per3	PER3
Csgalnact1	CSGALNACT1
Nol4l	NOL4L
Zfand2b	ZFAND2B
Mtf1	MTF1
Mcoln2	MCOLN2
Kidins220	KIDINS220
